time,old_path,new_path
2026-01-14T10:58:35.606735,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_嘉定.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_嘉定.xlsx,0
2026-01-14T10:58:35.608139,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_奉贤.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_奉贤.xlsx,0
2026-01-14T10:58:35.609379,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_宝山.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_宝山.xlsx,0
2026-01-14T10:58:35.610633,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_崇明.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_崇明.xlsx,0
2026-01-14T10:58:35.612093,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_徐家汇.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_徐家汇.xlsx,0
2026-01-14T10:58:35.613532,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_松江.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_松江.xlsx,0
2026-01-14T10:58:35.614673,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_浦东.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_浦东.xlsx,0
2026-01-14T10:58:35.615895,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_浦东惠南.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_浦东惠南.xlsx,0
2026-01-14T10:58:35.617256,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_金山.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_金山.xlsx,0
2026-01-14T10:58:35.618524,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_闵行.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_闵行.xlsx,0
2026-01-14T10:58:35.619787,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上海_青浦.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上海_青浦.xlsx,0
2026-01-14T10:58:35.621160,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_上饶_上饶.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_上饶_上饶.xlsx,0
2026-01-14T10:58:35.622372,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_东莞_东莞.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_东莞_东莞.xlsx,0
2026-01-14T10:58:35.623502,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_东营_东营.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_东营_东营.xlsx,0
2026-01-14T10:58:35.624731,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_中山_中山.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_中山_中山.xlsx,0
2026-01-14T10:58:35.625852,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_临沂_临沂.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_临沂_临沂.xlsx,0
2026-01-14T10:58:35.627013,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_丽水_丽水.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_丽水_丽水.xlsx,0
2026-01-14T10:58:35.628118,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_乐山_乐山.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_乐山_乐山.xlsx,0
2026-01-14T10:58:35.629266,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_九江_九江.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_九江_九江.xlsx,0
2026-01-14T10:58:35.630393,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_亳州_亳州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_亳州_亳州.xlsx,0
2026-01-14T10:58:35.631493,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_仙桃_仙桃.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_仙桃_仙桃.xlsx,0
2026-01-14T10:58:35.632593,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_佛山_南海.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_佛山_南海.xlsx,0
2026-01-14T10:58:35.633895,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_保定_保定.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_保定_保定.xlsx,0
2026-01-14T10:58:35.635032,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_信阳_信阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_信阳_信阳.xlsx,0
2026-01-14T10:58:35.636198,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_六安_六安.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_六安_六安.xlsx,0
2026-01-14T10:58:35.637326,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_内江_东兴区.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_内江_东兴区.xlsx,0
2026-01-14T10:58:35.638470,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_北京_北京.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_北京_北京.xlsx,0
2026-01-14T10:58:35.639574,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_南京_南京.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_南京_南京.xlsx,0
2026-01-14T10:58:35.640722,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_南充_南部.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_南充_南部.xlsx,0
2026-01-14T10:58:35.641903,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_南平_建阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_南平_建阳.xlsx,0
2026-01-14T10:58:35.643416,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_南昌_南昌.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_南昌_南昌.xlsx,0
2026-01-14T10:58:35.644564,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_南通_南通.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_南通_南通.xlsx,0
2026-01-14T10:58:35.645672,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_南阳_南阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_南阳_南阳.xlsx,0
2026-01-14T10:58:35.646777,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_厦门_厦门.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_厦门_厦门.xlsx,0
2026-01-14T10:58:35.647961,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_台州_洪家.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_台州_洪家.xlsx,0
2026-01-14T10:58:35.649220,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_各样本距平标准差.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_各样本距平标准差.xlsx,0
2026-01-14T10:58:35.651261,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_合肥_合肥.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_合肥_合肥.xlsx,0
2026-01-14T10:58:35.652651,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_吉安_吉安县.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_吉安_吉安县.xlsx,0
2026-01-14T10:58:35.653907,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_周口_川汇区.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_周口_川汇区.xlsx,0
2026-01-14T10:58:35.655075,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_咸宁_咸宁.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_咸宁_咸宁.xlsx,0
2026-01-14T10:58:35.656242,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_唐山_唐山.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_唐山_唐山.xlsx,0
2026-01-14T10:58:35.657380,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_商丘_商丘.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_商丘_商丘.xlsx,0
2026-01-14T10:58:35.658540,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_嘉兴_嘉兴.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_嘉兴_嘉兴.xlsx,0
2026-01-14T10:58:35.659673,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_天津_天津.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_天津_天津.xlsx,0
2026-01-14T10:58:35.660783,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_天门_天门.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_天门_天门.xlsx,0
2026-01-14T10:58:35.661902,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_威海_文登.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_威海_文登.xlsx,0
2026-01-14T10:58:35.663056,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_娄底_娄底.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_娄底_娄底.xlsx,0
2026-01-14T10:58:35.664476,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_孝感_孝感.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_孝感_孝感.xlsx,0
2026-01-14T10:58:35.665897,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宁德_宁德.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宁德_宁德.xlsx,0
2026-01-14T10:58:35.667212,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宁波_鄞州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宁波_鄞州.xlsx,0
2026-01-14T10:58:35.668379,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_安庆_安庆.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_安庆_安庆.xlsx,0
2026-01-14T10:58:35.669526,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_安阳_安阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_安阳_安阳.xlsx,0
2026-01-14T10:58:35.670805,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宜宾_宜宾.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宜宾_宜宾.xlsx,0
2026-01-14T10:58:35.671942,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宜昌_宜昌.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宜昌_宜昌.xlsx,0
2026-01-14T10:58:35.673049,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宜春_宜春.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宜春_宜春.xlsx,0
2026-01-14T10:58:35.674196,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宣城_宣城.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宣城_宣城.xlsx,0
2026-01-14T10:58:35.675322,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宿州_宿州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宿州_宿州.xlsx,0
2026-01-14T10:58:35.676431,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_宿迁_宿迁.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_宿迁_宿迁.xlsx,0
2026-01-14T10:58:35.677532,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_岳阳_岳阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_岳阳_岳阳.xlsx,0
2026-01-14T10:58:35.678904,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_工作簿1.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_工作簿1.xlsx,0
2026-01-14T10:58:35.680046,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_常州_常州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_常州_常州.xlsx,0
2026-01-14T10:58:35.681420,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_常德_常德.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_常德_常德.xlsx,0
2026-01-14T10:58:35.682584,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_平顶山_舞钢.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_平顶山_舞钢.xlsx,0
2026-01-14T10:58:35.684174,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_广安_广安.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_广安_广安.xlsx,0
2026-01-14T10:58:35.685639,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_广州_广州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_广州_广州.xlsx,0
2026-01-14T10:58:35.687050,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_廊坊_廊坊.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_廊坊_廊坊.xlsx,0
2026-01-14T10:58:35.688303,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_开封_开封.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_开封_开封.xlsx,0
2026-01-14T10:58:35.689492,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_张家口_张家口.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_张家口_张家口.xlsx,0
2026-01-14T10:58:35.690895,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_徐州_徐州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_徐州_徐州.xlsx,0
2026-01-14T10:58:35.692067,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_德州_德州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_德州_德州.xlsx,0
2026-01-14T10:58:35.693374,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_德阳_德阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_德阳_德阳.xlsx,0
2026-01-14T10:58:35.694768,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_惠州_惠阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_惠州_惠阳.xlsx,0
2026-01-14T10:58:35.696023,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_成都_双流.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_成都_双流.xlsx,0
2026-01-14T10:58:35.697277,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_扬州_扬州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_扬州_扬州.xlsx,0
2026-01-14T10:58:35.698576,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_承德_承德.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_承德_承德.xlsx,0
2026-01-14T10:58:35.699929,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_抚州_临川.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_抚州_临川.xlsx,0
2026-01-14T10:58:35.701554,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_揭阳_揭阳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_揭阳_揭阳.xlsx,0
2026-01-14T10:58:35.702712,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_新乡_新乡.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_新乡_新乡.xlsx,0
2026-01-14T10:58:35.703880,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_新余_新余.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_新余_新余.xlsx,0
2026-01-14T10:58:35.705069,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_无锡_无锡.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_无锡_无锡.xlsx,0
2026-01-14T10:58:35.706225,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_日照_日照.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_日照_日照.xlsx,0
2026-01-14T10:58:35.707320,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_晋城_晋城.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_晋城_晋城.xlsx,0
2026-01-14T10:58:35.708478,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_景德镇_景德镇.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_景德镇_景德镇.xlsx,0
2026-01-14T10:58:35.709643,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_杭州_杭州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_杭州_杭州.xlsx,0
2026-01-14T10:58:35.710862,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_枣庄_枣庄.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_枣庄_枣庄.xlsx,0
2026-01-14T10:58:35.712256,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_株洲_株洲.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_株洲_株洲.xlsx,0
2026-01-14T10:58:35.713825,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_梅州_梅县.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_梅州_梅县.xlsx,0
2026-01-14T10:58:35.716107,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_武汉_武汉.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_武汉_武汉.xlsx,0
2026-01-14T10:58:35.717395,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_汇总统计.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_汇总统计.xlsx,0
2026-01-14T10:58:35.719363,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_汕头_汕头.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_汕头_汕头.xlsx,0
2026-01-14T10:58:35.720709,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_江门_新会.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_江门_新会.xlsx,0
2026-01-14T10:58:35.722019,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_池州_池州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_池州_池州.xlsx,0
2026-01-14T10:58:35.723342,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_沧州_沧州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_沧州_沧州.xlsx,0
2026-01-14T10:58:35.724698,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_泉州_南安.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_泉州_南安.xlsx,0
2026-01-14T10:58:35.726067,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_泰安_泰安.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_泰安_泰安.xlsx,0
2026-01-14T10:58:35.727673,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_泰州_泰州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_泰州_泰州.xlsx,0
2026-01-14T10:58:35.729426,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_泸州_合江.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_泸州_合江.xlsx,0
2026-01-14T10:58:35.731001,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_洛阳_偃师.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_洛阳_偃师.xlsx,0
2026-01-14T10:58:35.732510,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_济南_济南.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_济南_济南.xlsx,0
2026-01-14T10:58:35.734150,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_济宁_济宁.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_济宁_济宁.xlsx,0
2026-01-14T10:58:35.735559,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_济源_济源.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_济源_济源.xlsx,0
2026-01-14T10:58:35.736766,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_淄博_淄博.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_淄博_淄博.xlsx,0
2026-01-14T10:58:35.738014,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_淮北_淮北.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_淮北_淮北.xlsx,0
2026-01-14T10:58:35.739285,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_淮南_淮南.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_淮南_淮南.xlsx,0
2026-01-14T10:58:35.740622,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_淮安_淮安.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_淮安_淮安.xlsx,0
2026-01-14T10:58:35.741923,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_深圳_深圳.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_深圳_深圳.xlsx,0
2026-01-14T10:58:35.743106,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_温州_温州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_温州_温州.xlsx,0
2026-01-14T10:58:35.744429,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_湖州_湖州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_湖州_湖州.xlsx,0
2026-01-14T10:58:35.746324,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_湘潭_湘潭.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_湘潭_湘潭.xlsx,0
2026-01-14T10:58:35.747950,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_滁州_滁州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_滁州_滁州.xlsx,0
2026-01-14T10:58:35.749327,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_滨州_滨州.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_滨州_滨州.xlsx,0
2026-01-14T10:58:35.750595,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_漯河_漯河.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_漯河_漯河.xlsx,0
2026-01-14T10:58:35.751808,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_漳州_龙海.xlsx,D:\BaiduSyncdisk\2025\研究\基准地调整研究\Excel文件\20250217_20250217_漳州_龙海.xlsx,0
